Transaction_ID,Property_ID,Investor_ID,Buyer_Type,Party_Type,Gender,Nationality,Transaction_Type,Property_Type,Property_Subtype,Area,Size_sqm,Price_AED,Transaction_Date,Payment_Mode,Agent_Involved,Registration_Type,Registration_Type_English,Acquisition_Type,Acquisition_Type_English,Emirates_ID,License_No,Phone_Number,Transaction_Quarter,Transaction_Year
d9567622-c309-4ff4-8437-0b33562f9572,c5443032-27bc-4c50-9cf0-f5cf31a307cd,9e612dd7-3339-4fc6-8580-422e853fb394,Investor,شخص,ذكر,Spain,Sell,Villa,,Downtown Dubai,5337,14500000.0,2024-02-23,Cash,No,على الخارطة,Off-plan,تملك حر,Freehold,784-5585-1387-3,,053-7612543,1,2024
3460eeee-3d7a-47c5-94e8-2ed396b2d890,3e3f6c1f-f169-471b-9983-03c45c42d7c0,9b7b4f9d-f386-4903-8f9e-cd63b81184e6,Corporate,جهة,Non-specified,USA,Rent,Apartment,Studio,Downtown Dubai,1368,2850000.0,2025-07-01,Cash,Yes,العقارات القائمة,Completed,تملك حر,Freehold,,TRN-496123,053-9466470,3,2025
28e5d91a-d70d-484c-9b4a-0826cb9ffbd7,8cf23d77-c2f2-4165-b332-9618265aa38e,04bcd830-a6b0-4f06-9ee1-149e3e9c8aa9,Corporate,جهة,Non-specified,Switzerland,Buy,Apartment,1BR,Emirates Hills,1084,2850000.0,2025-06-16,Cash,No,العقارات القائمة,Completed,تملك حر,Freehold,784-3209-8247-7,TRN-933187,054-4062855,2,2025
7b19d5cc-4620-4076-b516-1a7787fa4d53,4fcb7fbd-8fa0-4066-ac81-40db989ba371,d6e80c83-09c2-45b1-9900-6c49c0ca47b5,Investor,شخص,أنثى,India,Rent,Retail,,Dubai Marina,2127,5182632.0,2024-12-24,Cash,Yes,العقارات القائمة,Completed,ايجار حر,Leasehold,,,050-9216089,4,2024
67f5d27a-bba8-4fc0-b293-0d9023ec6a82,aca7a3e0-8fc3-4f20-8fbf-8f640e0d4d14,3e2ee71b-97eb-40d5-bcc1-90f7afcc4540,Resident,شخص,ذكر,China,Buy,Office,,Dubai Hills Estate,3468,5250000.0,2023-11-07,Installments,Yes,العقارات القائمة,Completed,تملك حر,Freehold,,,059-7062468,4,2023
8e8be91e-5b19-4a50-b89f-467beab091ac,b3fe5ff9-7517-4440-ad95-474b4aadec57,aa52f2ca-1ed3-4ae1-8258-0a61608031a8,Investor,جهة,أنثى,Saudi Arabia,Buy,Apartment,Studio,JBR,1183,1729553.0,2020-04-16,Installments,Yes,العقارات القائمة,Completed,تملك حر,Freehold,784-8436-7113-1,TRN-531986,058-1311004,2,2020
ada0a507-f136-4609-a6c6-8cbbfa51c2f4,e487efe6-189c-422f-8d6a-0c6362d46faa,ff6a55c6-af51-4b8c-b9c6-f24bbbdf7819,Investor,شخص,ذكر,Saudi Arabia,Sell,Villa,,Dubai Hills Estate,3849,6074187.0,2024-01-19,Installments,Yes,العقارات القائمة,Completed,تملك غير حر,Non-freehold,784-4435-2235-6,TRN-754140,058-8794001,1,2024
bff24df9-f81e-47aa-8ed7-c060f635ef7f,737f7788-26cf-4247-a9fa-8a513a826a3a,d8bd5d03-8d2f-4263-b7f8-ec73c18b84d5,Resident,شخص,أنثى,UAE,Buy,Townhouse,,Downtown Dubai,2342,4000000.0,2025-02-28,Mortgage,No,العقارات القائمة,Completed,تملك حر,Freehold,784-1393-1771-8,TRN-617603,055-9651579,1,2025
dfa7ae08-a848-4bd2-b53b-4255090c46d0,06c78bc7-4d1d-4288-ae5d-c39e0a55f1b1,da5a94a9-d9c2-491f-8da4-05df05b6cb87,Investor,شخص,ذكر,India,Buy,Villa,,City Walk,3520,6712891.0,2024-02-11,Cash,No,العقارات القائمة,Completed,تملك حر,Freehold,784-9219-8032-6,,051-5832385,1,2024
d98f22b7-5980-4f44-9248-ab45cb103e4c,493c27c6-7c3f-4b88-913f-1079f4a644e6,80fb0f35-baa0-413f-9f58-0515951406e9,Resident,شخص,ذكر,India,Buy,Land,,Dubai Marina,14533,8500000.0,2024-09-22,Cash,Yes,على الخارطة,Off-plan,تملك حر,Freehold,784-5694-2746-7,TRN-849587,056-8535192,3,2024
83fc9853-0529-451c-ab22-866fe5e2a0f1,64343252-cef9-4017-8fa6-0e10c4ba32da,e6dea31b-d28d-482d-a823-77594d1a0c08,Resident,شخص,ذكر,USA,Buy,Villa,,Dubai Hills Estate,5218,6494865.0,2022-07-11,Cash,No,العقارات القائمة,Completed,تملك حر,Freehold,784-5746-2501-9,TRN-707192,057-6318899,3,2022
05450068-b7e5-49bb-b65a-aa8133653e1f,ddc05c4c-462a-4fb0-b729-f9b4d2affb6d,5ac2563e-d20d-4ecc-a45f-bd51f0b45b90,Investor,شخص,ذكر,UAE,Buy,Apartment,3BR,Business Bay,1062,1925377.0,2022-08-22,Cash,Yes,على الخارطة,Off-plan,تملك غير حر,Non-freehold,784-5796-1643-8,TRN-461297,051-9538946,3,2022
b355011b-7b9a-44d5-aa7c-1af3dc32421d,b6540bea-0eed-4bd2-a5bd-263a7b7f846e,d2edf551-31c0-4c0f-8cb2-1354f872c345,Investor,شخص,أنثى,Australia,Sell,Apartment,4BR,Dubai South,1092,789142.0,2022-04-24,Installments,No,على الخارطة,Off-plan,تملك حر,Freehold,784-3528-5082-1,,055-8681193,2,2022
59757104-ccc7-44ed-9ede-d32d0336ad6d,a084b84f-4e76-43cf-a4fa-a70d4be6fbd7,a48b686d-78e4-407e-9581-abf00e2fe107,Resident,شخص,أنثى,UK,Buy,Apartment,1BR,Downtown Dubai,1262,2791518.0,2025-11-01,Mortgage,No,العقارات القائمة,Completed,ايجار حر,Leasehold,784-1756-4367-1,,054-2227669,4,2025
d53e3b26-d93d-40c1-8cc7-03eaad354e7f,0f29b448-4e90-4ba8-8162-857b76849f2b,7a064fe1-eaec-4d95-ad70-4c8f1891f36d,Investor,شخص,ذكر,UAE,Sell,Apartment,1BR,Business Bay,1394,2542929.0,2025-07-22,Mortgage,No,على الخارطة,Off-plan,ايجار حر,Leasehold,,TRN-204137,054-5020045,3,2025
cc4e75fc-3454-4ebb-a755-5b186af72793,97ee4c71-aa34-4dbc-b7d7-e124291a5f64,2bd417d8-0bf5-4ebf-9be3-c5783b010417,Resident,شخص,أنثى,China,Rent,Apartment,2BR,Business Bay,1449,2610756.0,2025-09-13,Cash,No,على الخارطة,Off-plan,تملك غير حر,Non-freehold,784-2299-6861-8,TRN-972886,050-6453173,3,2025
391ae381-3a5f-47dd-8a24-2de25a85e292,3adc5e1f-f7dc-4181-8f59-67612d3cad04,ff5834c4-823c-4055-9219-39f66c0ab56f,Investor,شخص,ذكر,UK,Buy,Apartment,1BR,Downtown Dubai,1461,2850000.0,2025-09-16,Mortgage,No,العقارات القائمة,Completed,ايجار حر,Leasehold,784-5230-3818-2,,053-9793825,3,2025
d724ca83-0462-434f-a489-813b79570ffa,fc43e4a3-6374-440a-abfc-b3ca5a175342,2b1d2b8a-b611-427f-aafa-c979abcc8abc,Investor,شخص,أنثى,China,Sell,Apartment,3BR,JBR,1166,1370962.0,2021-04-23,Mortgage,No,العقارات القائمة,Completed,ايجار حر,Leasehold,784-5356-2809-8,TRN-107409,054-6295740,2,2021
627dd251-4406-4390-890b-9416e2af61a4,59aed351-216e-4189-a480-fb3f59deb053,c9a93786-82d3-4b0e-9358-2b4cccdc75d0,Corporate,جهة,Non-specified,South Korea,Sell,Villa,,DIFC,5146,12109633.0,2023-08-15,Cash,No,على الخارطة,Off-plan,تملك حر,Freehold,784-8763-8094-7,TRN-363934,057-7611043,3,2023
85d9dc3e-313e-4ed5-a388-a4fd4d681328,d7f31337-8195-4325-99e5-014c22f73b33,be7b95df-7391-4f19-b55c-b58c636e8a00,Resident,شخص,ذكر,China,Buy,Villa,,Emirates Hills,6124,14500000.0,2020-11-11,Installments,Yes,العقارات القائمة,Completed,تملك حر,Freehold,784-9212-8989-3,TRN-389274,052-3795273,4,2020
0cc39a3f-d0cd-4c4c-bb6d-da7ae1da660b,ccc820ec-8b57-4bf4-a0c2-3a44e444a9db,37fa04ac-46ad-43df-944f-9864c4b7b541,Resident,شخص,ذكر,Spain,Buy,Apartment,1BR,Downtown Dubai,1124,2193535.0,2020-10-08,Cash,No,العقارات القائمة,Completed,تملك حر,Freehold,784-1613-5026-3,,053-1932976,4,2020
0134e0aa-0335-40cf-86be-ae7ab298fafc,a7146482-c240-480a-b5ad-7ad5e84e4513,039d5384-9cf0-4d81-94af-c9e4a854a0c7,Investor,جهة,ذكر,UAE,Sell,Office,,Dubai Marina,2440,3718299.0,2021-03-26,Cash,Yes,العقارات القائمة,Completed,تملك حر,Freehold,784-3514-7433-2,TRN-389910,053-7913356,1,2021
82d713f2-2c68-43e7-af11-30cdc83444cb,ded95bf6-d982-4fdd-a1a1-ea6fccd80b17,2eb5714d-25e8-46c2-beef-33cab9336988,Corporate,جهة,Non-specified,India,Buy,Apartment,4BR,Dubai South,1485,1505280.0,2024-02-19,Cash,Yes,العقارات القائمة,Completed,تملك حر,Freehold,784-7511-7950-7,TRN-359462,053-6962643,1,2024
70d2a51b-0eca-4c50-8c46-48c75780362a,2e6ba718-140d-4d49-ac5b-776327b2d14c,06795c93-078a-4959-92a7-4771b0bbbb1a,Investor,شخص,ذكر,Russia,Rent,Villa,,Downtown Dubai,5085,14500000.0,2023-01-20,Installments,No,على الخارطة,Off-plan,تملك حر,Freehold,784-7896-3754-4,TRN-662750,054-3304991,1,2023
cb8ca4c8-919e-494e-991a-802c03db19a1,69d6762f-efec-45ad-91a8-0b95a8b52725,ff5522a8-4a2d-4a6a-bdfd-3653200e482f,Corporate,جهة,Non-specified,Singapore,Buy,Office,,Palm Jumeirah,3337,5250000.0,2023-10-24,Cash,No,العقارات القائمة,Completed,تملك حر,Freehold,784-2262-1952-6,TRN-877210,052-1151470,4,2023
53471314-4a91-45a0-927e-7b3b46a1b96b,09f7c257-631d-4fdf-aa4c-5c308930ddcd,5db79f4b-411d-47f5-99df-1b68dbe79cd7,Corporate,جهة,Non-specified,South Korea,Buy,Apartment,3BR,Downtown Dubai,1081,2794112.0,2022-07-03,Cash,No,على الخارطة,Off-plan,تملك حر,Freehold,784-5434-7833-3,TRN-198409,056-6646903,3,2022
a14bbb2d-e7e3-41fd-88b0-9d9429c8160b,565060f8-6fdf-4fd4-9460-45314d0b00d0,1d1ea0df-781a-45a5-8cd5-17e95e5eec46,Investor,شخص,ذكر,China,Buy,Apartment,4BR,Dubai Hills Estate,987,1207085.0,2023-09-24,Cash,Yes,العقارات القائمة,Completed,تملك غير حر,Non-freehold,784-9635-5650-2,TRN-164265,052-5749335,3,2023
dc72aa2b-8030-4b20-93bf-0311648e2f1c,1cd116a2-7cda-4f75-b513-46f070038322,fef17f5f-971e-4f97-a780-2050c5b935cc,Investor,شخص,ذكر,UAE,Sell,Apartment,4BR,JVC,1167,1046274.0,2022-06-17,Cash,No,العقارات القائمة,Completed,ايجار حر,Leasehold,784-4313-2409-1,,057-2613844,2,2022
09f17748-8ed1-43cf-b33c-0382f2ad2b90,f1cfd510-cbe3-4aac-a09d-4fbaaa06c6ec,dd240677-f34d-4de6-b8b4-e6042c002556,Investor,شخص,ذكر,India,Buy,Apartment,Studio,Emirates Hills,1450,2850000.0,2022-05-14,Cash,Yes,العقارات القائمة,Completed,ايجار حر,Leasehold,784-2748-5720-8,TRN-508560,056-8180492,2,2022
cfd0aa35-896a-4728-a64b-c29a6a90deae,2322b0e6-b96d-4082-98ee-c7a822cb9e3c,d86e0885-e9c6-4dfa-a75e-f8a253bc35e8,Investor,شخص,ذكر,Spain,Sell,Townhouse,,Business Bay,2261,3374870.0,2022-05-23,Cash,Yes,العقارات القائمة,Completed,تملك حر,Freehold,784-1828-8154-3,TRN-665805,059-6545917,2,2022
0cbb7702-2991-49d8-bc95-ce56356a7f2e,89b9ebc5-910f-45c0-8268-d1df84138f5e,bd169f3c-4b22-4afa-a773-6c341052b1bf,Corporate,جهة,Non-specified,Australia,Sell,Office,,Palm Jumeirah,2840,5250000.0,2023-03-20,Cash,No,على الخارطة,Off-plan,تملك حر,Freehold,784-4971-6941-6,TRN-191786,054-4032644,1,2023
0159c9d8-85d7-4345-9d2a-fe4331261250,a2e2ab5f-21af-452a-96bc-1e6ef1245963,9c7f161e-3b87-4658-a5a4-a92e5ef15627,Investor,شخص,ذكر,UK,Sell,Villa,,Jumeirah Golf Estates,3637,4399592.0,2021-10-24,Mortgage,Yes,العقارات القائمة,Completed,ايجار حر,Leasehold,784-5112-4444-3,TRN-932970,056-2558682,4,2021
d744e14e-2248-463e-8504-e75f436d959b,b7253b01-d579-49a1-8582-2ac476173418,187cac86-fd21-42d8-84dc-d3899b9c6b76,Resident,شخص,أنثى,Singapore,Buy,Retail,,Downtown Dubai,1828,5455806.0,2022-06-15,Cash,Yes,العقارات القائمة,Completed,تملك حر,Freehold,784-8903-2743-1,TRN-666657,055-4658227,2,2022
224c336d-4255-40cf-9679-2cc768085609,003a2224-ba2a-42eb-9281-7d2ca57bd622,4746e1a2-fbea-442f-9952-05feaa259e93,Resident,شخص,ذكر,India,Buy,Apartment,1BR,Palm Jumeirah,1093,2850000.0,2020-10-16,Installments,Yes,العقارات القائمة,Completed,تملك حر,Freehold,784-1455-4953-5,,056-4633913,4,2020
d3c2fc87-2868-4903-9867-9a446a20e6f9,14d1c358-f873-48ae-9385-938f4dca20cd,ebe65cac-4b56-41d3-be5e-42b5a412a065,Resident,شخص,أنثى,Saudi Arabia,Sell,Villa,,Dubai Investment Park,5192,4485293.0,2022-09-11,Cash,Yes,العقارات القائمة,Completed,تملك حر,Freehold,784-9432-7003-2,TRN-623970,056-7486152,3,2022
d5d98723-4f5f-4912-803e-46edaa0ef174,83392d50-f08b-4133-a2d3-be6997335d96,88bbb0eb-a229-4b47-b7d9-46df996e5cf3,Corporate,جهة,Non-specified,France,Sell,Apartment,4BR,Business Bay,1285,2501645.0,2022-03-26,Installments,No,العقارات القائمة,Completed,تملك حر,Freehold,784-7474-5457-9,TRN-246456,051-1146041,1,2022
a1356383-3b87-4721-84f1-d0feb5afc027,fab3a982-a5af-4f8d-ba2d-6a66e661023b,ee7f97d4-5c43-4871-adda-27cde7b0a509,Corporate,جهة,Non-specified,India,Buy,Apartment,Studio,Downtown Dubai,1221,2850000.0,2022-10-21,Cash,Yes,العقارات القائمة,Completed,تملك حر,Freehold,784-5665-3358-7,TRN-160206,052-8916565,4,2022
23e5ede1-15e9-4fdd-a3e9-4ff0be137011,5691ebcd-eead-4a87-bf03-e22dc68e7568,3fe0d8f7-1464-4064-bcea-b80e7d1c1227,Investor,شخص,ذكر,UAE,Buy,Apartment,1BR,Business Bay,1074,2169137.0,2023-05-21,Cash,No,العقارات القائمة,Completed,تملك حر,Freehold,784-6007-7457-3,,056-6509997,2,2023
7d4704c1-d3b8-4348-a374-eb6b07ee1301,cd0a00dd-8a41-4359-9586-ea567ef1a8af,5354ebc8-d739-4418-97ac-4cb5208bfe4c,Corporate,جهة,Non-specified,India,Sell,Apartment,1BR,Emirates Hills,1251,2850000.0,2024-11-22,Cash,No,العقارات القائمة,Completed,تملك حر,Freehold,784-7181-6056-9,TRN-817523,050-6189138,4,2024
06d10bb0-98f4-45d7-97e1-3d8a70b6f8f1,9ab26531-199a-40b3-8ded-9f1869c77358,47173f96-2898-447f-999c-317f96604983,Investor,جهة,أنثى,UK,Buy,Townhouse,,Arabian Ranches,2033,2897816.0,2023-07-06,Cash,Yes,العقارات القائمة,Completed,تملك حر,Freehold,784-3338-6364-8,TRN-266555,057-5111216,3,2023
3f04db0f-258e-4b96-8105-1f99888cbee8,361688c2-0722-4e47-949a-9afc19cfec0f,42190d0d-08eb-4a22-905c-5fc340eadf17,Investor,جهة,أنثى,India,Buy,Apartment,Studio,Business Bay,1119,2031804.0,2024-01-22,Cash,No,العقارات القائمة,Completed,تملك حر,Freehold,784-1753-6790-2,TRN-412750,059-7481628,1,2024
1a94f2fb-4ce2-48b3-be95-784f5e9bb709,34518935-7f6a-4222-a730-75687558bf4f,ef4414bd-7a2b-4f74-9b56-79171a8dfc02,Corporate,جهة,Non-specified,India,Sell,Office,,JVC,3428,4673525.0,2023-10-24,Cash,No,على الخارطة,Off-plan,تملك حر,Freehold,784-5174-1311-4,TRN-934995,059-7043599,4,2023
164cfc4f-9e89-412c-95b8-aabdba5ca7f7,acb3a43c-28c9-423b-abcd-60d2439f70c6,d427f406-ab67-4ec2-a5cd-6cab271a46ff,Corporate,جهة,Non-specified,China,Buy,Villa,,JVC,3855,3527184.0,2021-08-02,Installments,Yes,العقارات القائمة,Completed,ايجار حر,Leasehold,784-2987-7472-4,TRN-541270,059-2142813,3,2021
7120a1de-a276-49c9-81ed-6b03e52d3c14,81d7234b-2df3-44b4-bb01-bc50ab195334,9d210beb-716d-4429-830e-8f09b88683c3,Investor,شخص,أنثى,UK,Sell,Apartment,2BR,Dubai Investment Park,1203,1194724.0,2025-03-25,Cash,No,العقارات القائمة,Completed,تملك حر,Freehold,,,059-2667758,1,2025
852de752-f623-41a0-be04-b3fc563f6c06,e318a354-3ab0-4a13-b5a4-45bad4d651fa,ae814fb9-8668-44e7-b9e7-f94973dbca78,Resident,شخص,ذكر,South Korea,Sell,Office,,JVC,2844,3114134.0,2022-09-19,Cash,Yes,العقارات القائمة,Completed,ايجار حر,Leasehold,784-6696-1297-4,,057-9153019,3,2022
ac6308f0-48d7-430f-a8bb-9640d1282baf,b550b12d-4487-4fe2-958f-b945a4711606,e00b418b-6f32-4bf1-960a-c5a92b666e01,Investor,شخص,ذكر,India,Sell,Villa,,Downtown Dubai,3523,11190623.0,2024-02-13,Mortgage,No,على الخارطة,Off-plan,تملك حر,Freehold,784-9360-8880-2,,054-9268030,1,2024
055187bf-a2e9-4383-a005-2e2af8322d0f,ffad6370-14e6-4353-a95b-2f3935b4be1c,fcc51fea-8146-4e76-b037-6b5fdf552ef6,Investor,شخص,أنثى,France,Buy,Land,,Downtown Dubai,14525,8500000.0,2022-05-05,Cash,Yes,العقارات القائمة,Completed,تملك حر,Freehold,,TRN-311922,054-2913141,2,2022
9e34c171-95d2-4c65-8658-d74d99d4a078,8ae7c073-f5a0-49ec-8cfe-b715bf2c0f3c,7ee7645a-7fa2-487d-a270-a1f9d84073a0,Resident,شخص,ذكر,India,Sell,Villa,,Downtown Dubai,5034,13492135.0,2022-06-09,Cash,Yes,على الخارطة,Off-plan,تملك حر,Freehold,784-1703-3687-2,,051-8325821,2,2022
3d519f16-1715-4e61-a38f-db78c0bee28a,c368066b-0bd1-4788-b27c-f62e54104ac9,bfdd90b2-ce6e-4850-9a50-a0638b41a1d8,Investor,شخص,أنثى,China,Buy,Villa,,Arabian Ranches,4381,5638161.0,2023-11-22,Mortgage,Yes,العقارات القائمة,Completed,تملك حر,Freehold,784-9798-7740-3,,055-2608107,4,2023
d5bc7194-27b6-4b18-86e1-ad12c2bef665,f8ec8e16-be1d-438f-998b-be3fcec49812,0242f026-af5e-4e0b-a34d-60a74ddbd0c5,Investor,جهة,أنثى,India,Sell,Townhouse,,Palm Jumeirah,2478,4000000.0,2022-06-02,Cash,Yes,على الخارطة,Off-plan,تملك غير حر,Non-freehold,784-6914-4233-2,TRN-394662,051-2017515,2,2022
432557c7-851a-4291-ad45-02ac82081eef,b8875fbb-f82e-42a6-9ba7-168979e9e92b,98561f5d-52d6-40c4-adfb-916726570ece,Resident,شخص,أنثى,China,Buy,Apartment,2BR,Business Bay,1463,2807131.0,2024-08-16,Cash,Yes,العقارات القائمة,Completed,تملك حر,Freehold,784-1388-8364-7,,054-1676751,3,2024
910a1bd0-5cc8-4d54-99cc-178925280817,078bb493-a51b-4980-a4d1-0509b4a584a1,97f6b7c2-a83a-4a1d-a11b-c3d5ab4ec38b,Resident,شخص,أنثى,UAE,Buy,Office,,Downtown Dubai,2734,5250000.0,2025-10-20,Mortgage,Yes,العقارات القائمة,Completed,تملك حر,Freehold,784-2474-3582-2,TRN-547928,053-7431574,4,2025
64592df5-899f-4e61-97f4-95fe40fc0ead,0ddd3364-c834-4320-92ef-0bfe8c4ab709,1652843a-728e-424a-b5d8-85ab4f6861eb,Resident,شخص,ذكر,UAE,Buy,Apartment,Studio,Downtown Dubai,1260,2850000.0,2023-09-03,Cash,No,على الخارطة,Off-plan,تملك حر,Freehold,784-9859-6761-8,TRN-683166,056-4275627,3,2023
6d54b30f-1f9f-47c7-bb7c-d94168e8dacd,b191e756-1927-4167-bd8d-adb6a8905d96,b5f80705-180d-414f-8c75-98165d370aa2,Corporate,جهة,Non-specified,UAE,Sell,Townhouse,,JBR,2917,4000000.0,2022-02-21,Cash,No,العقارات القائمة,Completed,تملك حر,Freehold,,,054-6624867,1,2022
2ab55567-b434-4471-ae5e-9834807c8caf,650d2d1d-497e-4137-b46f-a02ab6e5f115,b85606eb-4640-4c7f-a16f-4bedc3e799e4,Investor,شخص,ذكر,India,Buy,Apartment,4BR,Palm Jumeirah,1022,2850000.0,2024-09-09,Mortgage,Yes,العقارات القائمة,Completed,تملك حر,Freehold,784-8916-8646-1,,052-4449994,3,2024
d11b3fa5-0a24-4c0c-b1de-da719c69b013,c4293076-5ebe-4644-a4fa-65d42c6fb22d,5455bbc7-59ed-4583-9513-6174cf247520,Investor,شخص,ذكر,China,Buy,Apartment,1BR,Palm Jumeirah,1116,2850000.0,2020-05-28,Cash,No,العقارات القائمة,Completed,تملك حر,Freehold,784-4862-6910-9,TRN-279723,059-4190596,2,2020
9e7fe1b0-fbfe-4459-9220-6c1b59822246,3dfb3fe6-46a8-4f34-89a4-69dcdd21ec88,78dfded8-9df0-4c53-a744-363101cac2cd,Investor,شخص,ذكر,India,Buy,Villa,,Downtown Dubai,4544,12609411.0,2024-04-17,Cash,No,العقارات القائمة,Completed,تملك حر,Freehold,784-5070-4809-6,TRN-809922,055-3195646,2,2024
16cef456-4924-4bc8-9e83-67cabc9ac5b5,de8fa215-d7c7-4bc2-a84a-407b85aae5c7,5384389a-f3d2-461a-8dca-544ec3b14ffe,Investor,شخص,ذكر,UK,Buy,Villa,,Dubai Hills Estate,5159,7008849.0,2024-05-08,Installments,Yes,العقارات القائمة,Completed,تملك حر,Freehold,784-7734-7948-4,,050-2957748,2,2024
c4b17f27-8961-4013-bec8-96aac4dd7198,56c111dc-7fe9-4212-ab74-5e88ed29524e,8f2f6c11-3782-4f60-badb-8cda4823a423,Corporate,جهة,Non-specified,Italy,Buy,Apartment,2BR,JVC,1150,1160114.0,2022-09-28,Cash,No,العقارات القائمة,Completed,ايجار حر,Leasehold,784-8526-1526-5,TRN-481478,055-2966177,3,2022
3fedde96-77f2-4281-8acb-a2f78b1d9006,e5239e26-4692-4967-9f7d-b9395cb47607,8f5b0af3-3e81-43f8-a1fd-d03c0a4cdb34,Corporate,جهة,Non-specified,China,Buy,Retail,,Downtown Dubai,1853,5500000.0,2022-07-09,Cash,Yes,على الخارطة,Off-plan,تملك حر,Freehold,784-3943-5919-7,TRN-214987,055-2251485,3,2022
3e784775-fc2d-4b4a-a685-9d1cf17f9c6e,68c17cb9-b43f-408a-8b18-7bedb69b1df8,8de2dc61-9416-4dcc-94d8-66a1db897161,Resident,جهة,ذكر,Italy,Rent,Apartment,3BR,Meydan City,1127,1462709.0,2022-11-06,Mortgage,No,العقارات القائمة,Completed,ايجار حر,Leasehold,784-9123-7138-2,TRN-995554,050-2026015,4,2022
9a2a8159-6652-4f2f-b9aa-a047e8630736,5140f063-ce2e-4f09-8ef9-e3a93e448e81,a9ca636b-2bdb-43fe-934a-99002aca1e81,Resident,شخص,ذكر,UK,Buy,Retail,,Downtown Dubai,2070,5500000.0,2022-08-19,Cash,Yes,العقارات القائمة,Completed,ايجار حر,Leasehold,,,054-7786416,3,2022
a84168c6-4ffd-496f-b587-4f0af358a020,49b5a1fc-888a-47a3-9125-dc3099212229,2c64ce46-8a89-451b-b91e-6957c59bd025,Corporate,جهة,Non-specified,India,Rent,Apartment,3BR,Palm Jumeirah,1343,2850000.0,2025-09-24,Installments,Yes,العقارات القائمة,Completed,تملك حر,Freehold,784-7377-2871-1,TRN-723832,056-5065883,3,2025
56b5ea64-e5b5-4e95-82ef-8873755c32ff,82fd567a-71dd-46f2-974c-95f3c6ad91e3,03667aa5-3e39-419d-a3ec-44e14bad70d0,Investor,جهة,ذكر,UAE,Buy,Apartment,3BR,Arjan,1015,1119590.0,2025-10-23,Cash,Yes,العقارات القائمة,Completed,ايجار حر,Leasehold,784-3698-6217-1,,053-2365609,4,2025
650f1b8d-a370-4b2a-8ecb-b8b85dbc6e0a,fba6adb3-8e3f-4abc-8a1e-725d7bcce4e2,af886550-eddd-4dce-9eef-a35d800b4f6b,Corporate,جهة,Non-specified,India,Buy,Townhouse,,Dubai Marina,2984,3698898.0,2020-10-08,Cash,Yes,العقارات القائمة,Completed,ايجار حر,Leasehold,784-9978-5839-3,TRN-991779,057-7627495,4,2020
664cfc67-6826-4bc7-952b-4cd143d0b3bd,d9599ba5-ce6e-43b8-8d71-dc6c7f9aa95f,29ed0d29-de79-497d-8b74-498a9b8e6f76,Investor,جهة,أنثى,UK,Buy,Townhouse,,Palm Jumeirah,2535,4000000.0,2024-01-03,Cash,Yes,العقارات القائمة,Completed,تملك حر,Freehold,784-9736-7932-2,TRN-471159,059-7177606,1,2024
2df2a154-2603-494d-9b00-4db8fe7d6e18,0107533d-e31d-4d61-a1b7-ddb03c950d9d,cab59539-04ee-48b2-9ec9-2fb7a054ee29,Investor,جهة,ذكر,UAE,Buy,Townhouse,,Dubai South,3228,2752526.0,2022-07-16,Cash,No,العقارات القائمة,Completed,ايجار حر,Leasehold,784-8829-8687-9,TRN-319126,056-8442005,3,2022
884b8e52-6ceb-492a-bd4f-7b6b1df08a73,fdb487f7-ed06-489b-8454-1b260c5390f2,cbe42a6c-8359-4fdf-a663-23a0249545bf,Investor,شخص,ذكر,UAE,Sell,Apartment,1BR,JVC,1173,1427259.0,2023-02-01,Mortgage,Yes,العقارات القائمة,Completed,تملك حر,Freehold,784-6825-7714-7,,059-8032065,1,2023
f32d87fe-aa4e-43f5-b8e9-2e2f4885338f,9d9519fc-7bd3-4cc2-bea4-83041f8b95d2,68181831-3f10-4f7d-b986-047e79a3f3f6,Investor,جهة,ذكر,UAE,Sell,Apartment,4BR,Arabian Ranches,1284,1553231.0,2022-06-02,Cash,Yes,على الخارطة,Off-plan,تملك حر,Freehold,,TRN-996118,054-6792038,2,2022
6109865c-0e9c-4773-8457-9a6fc516b49e,21e5c5c1-8b40-4257-b008-0b3c5b645b79,6e562ae5-b859-45de-8ccc-f3dd09141665,Investor,جهة,أنثى,France,Buy,Villa,,Dubai Marina,5160,7750376.0,2022-09-26,Cash,No,على الخارطة,Off-plan,تملك غير حر,Non-freehold,784-6939-6287-8,TRN-609440,054-6915978,3,2022
813b6cea-cb99-4846-b6f6-36ff02bac359,af9d16ad-6c04-4c06-b547-4476b397c7d5,85a9c218-368d-4867-8478-81a1acf03e49,Investor,شخص,أنثى,Russia,Buy,Apartment,3BR,City Walk,1247,2749069.0,2024-03-22,Cash,Yes,العقارات القائمة,Completed,تملك حر,Freehold,784-8014-6369-3,,059-7667408,1,2024
25d74567-4e9d-4481-b5e8-58b902063ae9,9ae55107-bda4-4e72-bc05-f377418df78b,5c2ec157-21d8-4380-a5f7-e8715aef5b7c,Corporate,جهة,Non-specified,India,Buy,Land,,Business Bay,10432,8500000.0,2022-04-17,Cash,Yes,على الخارطة,Off-plan,تملك حر,Freehold,784-3111-5634-3,TRN-875732,055-8881693,2,2022
